S_NO,Date,State_UT,Latitude,Longitude,TotalConfirmed,Death,CuredDischargedMigrated,NewCases,NewDeaths,NewRecovered
1072,18-04-2020,Punjab,31.1471,75.3412,202,13,27,16,0,0
1073,18-04-2020,Rajasthan,27.0238,74.2179,1229,11,183,98,0,19
1074,18-04-2020,Tamil Nadu,11.1271,78.6569,1323,15,283,56,0,103
1075,18-04-2020,Telangana,18.1124,79.0193,766,18,186,23,0,0
1076,18-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1077,18-04-2020,Uttar Pradesh,26.8467,80.9462,849,14,82,3,0,8
1078,18-04-2020,Uttarakhand,30.0668,79.0193,40,0,9,3,0,0
1079,18-04-2020,West Bengal,22.9868,87.855,287,10,55,32,0,4
1080,19-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,14,0,11,2,0,0
1081,19-04-2020,Andhra Pradesh,15.9129,79.74,603,15,42,31,0,6
1082,19-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
1083,19-04-2020,Assam,26.2006,92.9376,35,1,12,0,0,7
1084,19-04-2020,Bihar,25.0961,85.3131,86,2,37,3,0,0
1085,19-04-2020,Chandigarh,30.7333,76.7794,23,0,10,2,0,1
1086,19-04-2020,Chhattisgarh,21.2787,81.8661,36,0,24,0,0,0
1087,19-04-2020,Delhi,28.7041,77.1025,1893,42,72,186,0,0
1088,19-04-2020,Goa,15.2993,74.124,7,0,6,0,0,0
1089,19-04-2020,Gujarat,22.2587,71.1924,1376,53,93,277,0,7
1090,19-04-2020,Haryana,29.0588,76.0856,225,3,43,0,0,0
1091,19-04-2020,Himachal Pradesh,31.1048,77.1734,39,1,16,3,0,0
1092,19-04-2020,Jammu and Kashmir,33.7782,76.5762,341,5,51,13,0,9
1093,19-04-2020,Jharkhand,23.6102,85.2799,34,2,0,1,0,0
1094,19-04-2020,Karnataka,15.3173,75.7139,384,14,104,25,0,15
1095,19-04-2020,Kerala,10.8505,76.2711,400,3,257,4,0,2
1096,19-04-2020,Ladakh,34.2996,78.2932,18,0,14,0,0,0
1097,19-04-2020,Madhya Pradesh,22.9734,78.6569,1407,70,127,97,0,58
1098,19-04-2020,Maharashtra,19.7515,75.7139,3651,211,365,328,0,34
1099,19-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
1100,19-04-2020,Meghalaya,25.467,91.3662,11,1,0,2,0,0
1101,19-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1102,19-04-2020,Odisha,20.9517,85.0985,61,1,24,1,0,5
1103,19-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,2
1104,19-04-2020,Punjab,31.1471,75.3412,202,13,27,0,0,0
1105,19-04-2020,Rajasthan,27.0238,74.2179,1351,11,183,122,0,0
1106,19-04-2020,Tamil Nadu,11.1271,78.6569,1372,15,365,49,0,82
1107,19-04-2020,Telangana,18.1124,79.0193,809,18,186,43,0,0
1108,19-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1109,19-04-2020,Uttar Pradesh,26.8467,80.9462,969,14,86,120,0,4
1110,19-04-2020,Uttarakhand,30.0668,79.0193,42,0,9,2,0,0
1111,19-04-2020,West Bengal,22.9868,87.855,310,12,62,23,0,7
1112,20-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,15,0,11,1,0,0
1113,20-04-2020,Andhra Pradesh,15.9129,79.74,646,15,42,43,0,0
1114,20-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
1115,20-04-2020,Assam,26.2006,92.9376,35,1,17,0,0,5
1116,20-04-2020,Bihar,25.0961,85.3131,93,2,42,7,0,5
1117,20-04-2020,Chandigarh,30.7333,76.7794,26,0,13,3,0,3
1118,20-04-2020,Chhattisgarh,21.2787,81.8661,36,0,25,0,0,1
1119,20-04-2020,Delhi,28.7041,77.1025,2003,45,72,110,0,0
1120,20-04-2020,Goa,15.2993,74.124,7,0,7,0,0,1
1121,20-04-2020,Gujarat,22.2587,71.1924,1743,63,105,367,0,12
1122,20-04-2020,Haryana,29.0588,76.0856,233,3,87,8,0,44
1123,20-04-2020,Himachal Pradesh,31.1048,77.1734,39,1,16,0,0,0
1124,20-04-2020,Jammu and Kashmir,33.7782,76.5762,350,5,56,9,0,5
1125,20-04-2020,Jharkhand,23.6102,85.2799,42,2,0,8,0,0
1126,20-04-2020,Karnataka,15.3173,75.7139,390,16,111,6,0,7
1127,20-04-2020,Kerala,10.8505,76.2711,402,3,270,2,0,13
1128,20-04-2020,Ladakh,34.2996,78.2932,18,0,14,0,0,0
1129,20-04-2020,Madhya Pradesh,22.9734,78.6569,1407,70,127,0,0,0
1130,20-04-2020,Maharashtra,19.7515,75.7139,4203,223,507,552,0,142
1131,20-04-2020,Manipur,24.6637,93.9063,2,0,1,0,0,0
1132,20-04-2020,Meghalaya,25.467,91.3662,11,1,0,0,0,0
1133,20-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1134,20-04-2020,Odisha,20.9517,85.0985,68,1,24,7,0,0
1135,20-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1136,20-04-2020,Punjab,31.1471,75.3412,219,16,31,17,0,4
1137,20-04-2020,Rajasthan,27.0238,74.2179,1478,14,183,127,0,0
1138,20-04-2020,Tamil Nadu,11.1271,78.6569,1477,15,411,105,0,46
1139,20-04-2020,Telangana,18.1124,79.0193,844,18,186,35,0,0
1140,20-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1141,20-04-2020,Uttar Pradesh,26.8467,80.9462,1084,17,108,115,0,22
1142,20-04-2020,Uttarakhand,30.0668,79.0193,44,0,11,2,0,2
1143,20-04-2020,West Bengal,22.9868,87.855,339,12,66,29,0,4
1144,21-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,16,0,11,1,0,0
1145,21-04-2020,Andhra Pradesh,15.9129,79.74,722,20,92,76,0,50
1146,21-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,0,0,0,0
1147,21-04-2020,Assam,26.2006,92.9376,35,1,19,0,0,2
1148,21-04-2020,Bihar,25.0961,85.3131,113,2,42,20,0,0
1149,21-04-2020,Chandigarh,30.7333,76.7794,26,0,13,0,0,0
1150,21-04-2020,Chhattisgarh,21.2787,81.8661,36,0,25,0,0,0
1151,21-04-2020,Delhi,28.7041,77.1025,2081,47,431,78,0,359
1152,21-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1153,21-04-2020,Gujarat,22.2587,71.1924,1939,71,131,196,0,26
1154,21-04-2020,Haryana,29.0588,76.0856,254,3,127,21,0,40
1155,21-04-2020,Himachal Pradesh,31.1048,77.1734,39,1,16,0,0,0
1156,21-04-2020,Jammu and Kashmir,33.7782,76.5762,368,5,71,18,0,15
1157,21-04-2020,Jharkhand,23.6102,85.2799,46,2,0,4,0,0
1158,21-04-2020,Karnataka,15.3173,75.7139,408,16,112,18,0,1
1159,21-04-2020,Kerala,10.8505,76.2711,408,3,291,6,0,21
1160,21-04-2020,Ladakh,34.2996,78.2932,18,0,14,0,0,0
1161,21-04-2020,Madhya Pradesh,22.9734,78.6569,1485,74,127,78,0,0
1162,21-04-2020,Maharashtra,19.7515,75.7139,4666,232,572,463,0,65
1163,21-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,1
1164,21-04-2020,Meghalaya,25.467,91.3662,11,1,0,0,0,0
1165,21-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1166,21-04-2020,Odisha,20.9517,85.0985,74,1,24,6,0,0
1167,21-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1168,21-04-2020,Punjab,31.1471,75.3412,245,16,38,26,0,7
1169,21-04-2020,Rajasthan,27.0238,74.2179,1576,25,205,98,0,22
1170,21-04-2020,Tamil Nadu,11.1271,78.6569,1520,17,457,43,0,46
1171,21-04-2020,Telangana,18.1124,79.0193,873,23,190,29,0,4
1172,21-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1173,21-04-2020,Uttar Pradesh,26.8467,80.9462,1184,18,140,100,0,32
1174,21-04-2020,Uttarakhand,30.0668,79.0193,46,0,18,2,0,7
1175,21-04-2020,West Bengal,22.9868,87.855,392,12,73,53,0,7
1176,22-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,16,0,11,0,0,0
1177,22-04-2020,Andhra Pradesh,15.9129,79.74,757,22,96,35,0,4
1178,22-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,1
1179,22-04-2020,Assam,26.2006,92.9376,35,1,19,0,0,0
1180,22-04-2020,Bihar,25.0961,85.3131,126,2,42,13,0,0
1181,22-04-2020,Chandigarh,30.7333,76.7794,27,0,14,1,0,1
1182,22-04-2020,Chhattisgarh,21.2787,81.8661,36,0,26,0,0,1
1183,22-04-2020,Delhi,28.7041,77.1025,2156,47,611,75,0,180
1184,22-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1185,22-04-2020,Gujarat,22.2587,71.1924,2178,90,139,239,0,8
1186,22-04-2020,Haryana,29.0588,76.0856,254,3,127,0,0,0
1187,22-04-2020,Himachal Pradesh,31.1048,77.1734,39,1,16,0,0,0
1188,22-04-2020,Jammu and Kashmir,33.7782,76.5762,380,5,81,12,0,10
1189,22-04-2020,Jharkhand,23.6102,85.2799,45,3,0,0,0,0
1190,22-04-2020,Karnataka,15.3173,75.7139,418,17,129,10,0,17
1191,22-04-2020,Kerala,10.8505,76.2711,427,3,307,19,0,16
1192,22-04-2020,Ladakh,34.2996,78.2932,18,0,14,0,0,0
1193,22-04-2020,Madhya Pradesh,22.9734,78.6569,1552,76,148,67,0,21
1194,22-04-2020,Maharashtra,19.7515,75.7139,5218,251,722,552,0,150
1195,22-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1196,22-04-2020,Meghalaya,25.467,91.3662,12,1,0,1,0,0
1197,22-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1198,22-04-2020,Odisha,20.9517,85.0985,79,1,24,5,0,0
1199,22-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1200,22-04-2020,Punjab,31.1471,75.3412,245,16,39,0,0,1
1201,22-04-2020,Rajasthan,27.0238,74.2179,1659,25,230,83,0,25
1202,22-04-2020,Tamil Nadu,11.1271,78.6569,1596,18,635,76,0,178
1203,22-04-2020,Telangana,18.1124,79.0193,928,23,194,55,0,4
1204,22-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1205,22-04-2020,Uttar Pradesh,26.8467,80.9462,1294,20,140,110,0,0
1206,22-04-2020,Uttarakhand,30.0668,79.0193,46,0,19,0,0,1
1207,22-04-2020,West Bengal,22.9868,87.855,423,15,73,31,0,0
1208,23-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,18,0,11,2,0,0
1209,23-04-2020,Andhra Pradesh,15.9129,79.74,813,24,120,56,0,24
1210,23-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1211,23-04-2020,Assam,26.2006,92.9376,35,1,19,0,0,0
1212,23-04-2020,Bihar,25.0961,85.3131,143,2,46,17,0,4
1213,23-04-2020,Chandigarh,30.7333,76.7794,27,0,14,0,0,0
1214,23-04-2020,Chhattisgarh,21.2787,81.8661,36,0,26,0,0,0
1215,23-04-2020,Delhi,28.7041,77.1025,2248,48,724,92,0,113
1216,23-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1217,23-04-2020,Gujarat,22.2587,71.1924,2407,103,179,229,0,40
1218,23-04-2020,Haryana,29.0588,76.0856,262,3,140,8,0,13
1219,23-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,18,1,0,2
1220,23-04-2020,Jammu and Kashmir,33.7782,76.5762,407,5,92,27,0,11
1221,23-04-2020,Jharkhand,23.6102,85.2799,49,3,8,4,0,8
1222,23-04-2020,Karnataka,15.3173,75.7139,427,17,131,9,0,2
1223,23-04-2020,Kerala,10.8505,76.2711,438,3,323,11,0,16
1224,23-04-2020,Ladakh,34.2996,78.2932,18,0,14,0,0,0
1225,23-04-2020,Madhya Pradesh,22.9734,78.6569,1592,80,148,40,0,0
1226,23-04-2020,Maharashtra,19.7515,75.7139,5652,269,789,434,0,67
1227,23-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1228,23-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1229,23-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1230,23-04-2020,Odisha,20.9517,85.0985,83,1,32,4,0,8
1231,23-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1232,23-04-2020,Punjab,31.1471,75.3412,251,16,49,6,0,10
1233,23-04-2020,Rajasthan,27.0238,74.2179,1890,27,230,231,0,0
1234,23-04-2020,Tamil Nadu,11.1271,78.6569,1629,18,662,33,0,27
1235,23-04-2020,Telangana,18.1124,79.0193,945,23,194,17,0,0
1236,23-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1237,23-04-2020,Uttar Pradesh,26.8467,80.9462,1449,21,173,155,0,33
1238,23-04-2020,Uttarakhand,30.0668,79.0193,46,0,23,0,0,4
1239,23-04-2020,West Bengal,22.9868,87.855,456,15,79,33,0,6
1240,24-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,22,0,11,4,0,0
1241,24-04-2020,Andhra Pradesh,15.9129,79.74,895,27,141,82,0,21
1242,24-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1243,24-04-2020,Assam,26.2006,92.9376,36,1,19,1,0,0
1244,24-04-2020,Bihar,25.0961,85.3131,153,2,46,10,0,0
1245,24-04-2020,Chandigarh,30.7333,76.7794,27,0,14,0,0,0
1246,24-04-2020,Chhattisgarh,21.2787,81.8661,36,0,28,0,0,2
1247,24-04-2020,Delhi,28.7041,77.1025,2376,50,808,128,0,84
1248,24-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1249,24-04-2020,Gujarat,22.2587,71.1924,2624,112,258,217,0,79
1250,24-04-2020,Haryana,29.0588,76.0856,272,3,156,10,0,16
1251,24-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,18,0,0,0
1252,24-04-2020,Jammu and Kashmir,33.7782,76.5762,427,5,92,20,0,0
1253,24-04-2020,Jharkhand,23.6102,85.2799,53,3,8,4,0,0
1254,24-04-2020,Karnataka,15.3173,75.7139,445,17,145,18,0,14
1255,24-04-2020,Kerala,10.8505,76.2711,447,3,324,9,0,1
1256,24-04-2020,Ladakh,34.2996,78.2932,18,0,14,0,0,0
1257,24-04-2020,Madhya Pradesh,22.9734,78.6569,1699,83,203,107,0,55
1258,24-04-2020,Maharashtra,19.7515,75.7139,6430,283,840,778,0,51
1259,24-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1260,24-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1261,24-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1262,24-04-2020,Odisha,20.9517,85.0985,90,1,33,7,0,1
1263,24-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1264,24-04-2020,Punjab,31.1471,75.3412,277,16,65,26,0,16
1265,24-04-2020,Rajasthan,27.0238,74.2179,1964,27,230,74,0,0
1266,24-04-2020,Tamil Nadu,11.1271,78.6569,1683,20,752,54,0,90
1267,24-04-2020,Telangana,18.1124,79.0193,960,24,197,15,0,3
1268,24-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1269,24-04-2020,Uttar Pradesh,26.8467,80.9462,1510,24,206,61,0,33
1270,24-04-2020,Uttarakhand,30.0668,79.0193,47,0,24,1,0,1
1271,24-04-2020,West Bengal,22.9868,87.855,514,15,103,58,0,24
1272,25-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,27,0,11,5,0,0
1273,25-04-2020,Andhra Pradesh,15.9129,79.74,955,29,145,60,0,4
1274,25-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1275,25-04-2020,Assam,26.2006,92.9376,36,1,19,0,0,0
1276,25-04-2020,Bihar,25.0961,85.3131,223,2,46,70,0,0
1277,25-04-2020,Chandigarh,30.7333,76.7794,27,0,14,0,0,0
1278,25-04-2020,Chhattisgarh,21.2787,81.8661,36,0,30,0,0,2
1279,25-04-2020,Delhi,28.7041,77.1025,2514,53,857,138,0,49
1280,25-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1281,25-04-2020,Gujarat,22.2587,71.1924,2815,127,265,191,0,7
1282,25-04-2020,Haryana,29.0588,76.0856,272,3,156,0,0,0
1283,25-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,18,0,0,0
1284,25-04-2020,Jammu and Kashmir,33.7782,76.5762,454,5,109,27,0,17
1285,25-04-2020,Jharkhand,23.6102,85.2799,57,3,8,4,0,0
1286,25-04-2020,Karnataka,15.3173,75.7139,474,18,152,29,0,7
1287,25-04-2020,Kerala,10.8505,76.2711,450,3,331,3,0,7
1288,25-04-2020,Ladakh,34.2996,78.2932,20,0,14,2,0,0
1289,25-04-2020,Madhya Pradesh,22.9734,78.6569,1852,92,210,153,0,7
1290,25-04-2020,Maharashtra,19.7515,75.7139,6817,301,840,387,0,0
1291,25-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1292,25-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1293,25-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1294,25-04-2020,Odisha,20.9517,85.0985,94,1,33,4,0,0
1295,25-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1296,25-04-2020,Punjab,31.1471,75.3412,298,17,67,21,0,2
1297,25-04-2020,Rajasthan,27.0238,74.2179,2034,27,230,70,0,0
1298,25-04-2020,Tamil Nadu,11.1271,78.6569,1755,22,866,72,0,114
1299,25-04-2020,Telangana,18.1124,79.0193,984,26,253,24,0,56
1300,25-04-2020,Tripura,23.9408,91.9882,2,0,1,0,0,0
1301,25-04-2020,Uttar Pradesh,26.8467,80.9462,1621,25,247,111,0,41
1302,25-04-2020,Uttarakhand,30.0668,79.0193,48,0,25,1,0,1
1303,25-04-2020,West Bengal,22.9868,87.855,571,18,103,57,0,0
1304,26-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,11,6,0,0
1305,26-04-2020,Andhra Pradesh,15.9129,79.74,1061,31,171,106,0,26
1306,26-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1307,26-04-2020,Assam,26.2006,92.9376,36,1,19,0,0,0
1308,26-04-2020,Bihar,25.0961,85.3131,243,2,46,20,0,0
1309,26-04-2020,Chandigarh,30.7333,76.7794,28,0,15,1,0,1
1310,26-04-2020,Chhattisgarh,21.2787,81.8661,37,0,32,1,0,2
1311,26-04-2020,Delhi,28.7041,77.1025,2625,54,869,111,0,12
1312,26-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1313,26-04-2020,Gujarat,22.2587,71.1924,3071,133,282,256,0,17
1314,26-04-2020,Haryana,29.0588,76.0856,289,3,176,17,0,20
1315,26-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,22,0,0,4
1316,26-04-2020,Jammu and Kashmir,33.7782,76.5762,494,6,112,40,0,3
1317,26-04-2020,Jharkhand,23.6102,85.2799,67,3,13,10,0,5
1318,26-04-2020,Karnataka,15.3173,75.7139,500,18,158,26,0,6
1319,26-04-2020,Kerala,10.8505,76.2711,457,4,338,7,0,7
1320,26-04-2020,Ladakh,34.2996,78.2932,20,0,14,0,0,0
1321,26-04-2020,Madhya Pradesh,22.9734,78.6569,2096,99,210,244,0,0
1322,26-04-2020,Maharashtra,19.7515,75.7139,7628,323,1076,811,0,236
1323,26-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1324,26-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1325,26-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1326,26-04-2020,Odisha,20.9517,85.0985,94,1,33,0,0,0
1327,26-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1328,26-04-2020,Punjab,31.1471,75.3412,298,17,67,0,0,0
1329,26-04-2020,Rajasthan,27.0238,74.2179,2083,33,493,49,0,263
1330,26-04-2020,Tamil Nadu,11.1271,78.6569,1821,23,960,66,0,94
1331,26-04-2020,Telangana,18.1124,79.0193,991,26,280,7,0,27
1332,26-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,1
1333,26-04-2020,Uttar Pradesh,26.8467,80.9462,1843,29,289,222,0,42
1334,26-04-2020,Uttarakhand,30.0668,79.0193,48,0,26,0,0,1
1335,26-04-2020,West Bengal,22.9868,87.855,611,18,105,40,0,2
1336,27-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,11,0,0,0
1337,27-04-2020,Andhra Pradesh,15.9129,79.74,1097,31,231,36,0,60
1338,27-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1339,27-04-2020,Assam,26.2006,92.9376,36,1,27,0,0,8
1340,27-04-2020,Bihar,25.0961,85.3131,274,2,56,31,0,10
1341,27-04-2020,Chandigarh,30.7333,76.7794,30,0,17,2,0,2
1342,27-04-2020,Chhattisgarh,21.2787,81.8661,37,0,32,0,0,0
1343,27-04-2020,Delhi,28.7041,77.1025,2918,54,877,293,0,8
1344,27-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1345,27-04-2020,Gujarat,22.2587,71.1924,3301,151,313,230,0,31
1346,27-04-2020,Haryana,29.0588,76.0856,289,3,176,0,0,0
1347,27-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,22,0,0,0
1348,27-04-2020,Jammu and Kashmir,33.7782,76.5762,523,6,137,29,0,25
1349,27-04-2020,Jharkhand,23.6102,85.2799,82,3,13,15,0,0
1350,27-04-2020,Karnataka,15.3173,75.7139,503,19,182,3,0,24
1351,27-04-2020,Kerala,10.8505,76.2711,458,4,338,1,0,0
1352,27-04-2020,Ladakh,34.2996,78.2932,20,0,14,0,0,0
1353,27-04-2020,Madhya Pradesh,22.9734,78.6569,2096,103,302,0,0,92
1354,27-04-2020,Maharashtra,19.7515,75.7139,8068,342,1076,440,0,0
1355,27-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1356,27-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1357,27-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1358,27-04-2020,Odisha,20.9517,85.0985,103,1,35,9,0,2
1359,27-04-2020,Puducherry,11.9416,79.8083,7,0,3,0,0,0
1360,27-04-2020,Punjab,31.1471,75.3412,313,18,71,15,0,4
1361,27-04-2020,Rajasthan,27.0238,74.2179,2185,33,518,102,0,25
1362,27-04-2020,Tamil Nadu,11.1271,78.6569,1885,24,1020,64,0,60
1363,27-04-2020,Telangana,18.1124,79.0193,1002,26,280,11,0,0
1364,27-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0
1365,27-04-2020,Uttar Pradesh,26.8467,80.9462,1868,29,289,25,0,0
1366,27-04-2020,Uttarakhand,30.0668,79.0193,50,0,28,2,0,2
1367,27-04-2020,West Bengal,22.9868,87.855,649,20,105,38,0,0
1368,28-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,11,0,0,0
1369,28-04-2020,Andhra Pradesh,15.9129,79.74,1183,31,235,86,0,4
1370,28-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1371,28-04-2020,Assam,26.2006,92.9376,36,1,27,0,0,0
1372,28-04-2020,Bihar,25.0961,85.3131,345,2,57,71,0,1
1373,28-04-2020,Chandigarh,30.7333,76.7794,40,0,17,10,0,0
1374,28-04-2020,Chhattisgarh,21.2787,81.8661,37,0,32,0,0,0
1375,28-04-2020,Delhi,28.7041,77.1025,3108,54,877,190,0,0
1376,28-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1377,28-04-2020,Gujarat,22.2587,71.1924,3548,162,394,247,0,81
1378,28-04-2020,Haryana,29.0588,76.0856,296,3,183,7,0,7
1379,28-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,22,0,0,0
1380,28-04-2020,Jammu and Kashmir,33.7782,76.5762,546,7,164,23,0,27
1381,28-04-2020,Jharkhand,23.6102,85.2799,82,3,13,0,0,0
1382,28-04-2020,Karnataka,15.3173,75.7139,512,20,193,9,0,11
1383,28-04-2020,Kerala,10.8505,76.2711,481,4,355,23,0,17
1384,28-04-2020,Ladakh,34.2996,78.2932,20,0,14,0,0,0
1385,28-04-2020,Madhya Pradesh,22.9734,78.6569,2168,110,302,72,0,0
1386,28-04-2020,Maharashtra,19.7515,75.7139,8590,369,1282,522,0,206
1387,28-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1388,28-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1389,28-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1390,28-04-2020,Odisha,20.9517,85.0985,118,1,37,15,0,2
1391,28-04-2020,Puducherry,11.9416,79.8083,8,0,3,1,0,0
1392,28-04-2020,Punjab,31.1471,75.3412,313,18,71,0,0,0
1393,28-04-2020,Rajasthan,27.0238,74.2179,2262,46,669,77,0,151
1394,28-04-2020,Tamil Nadu,11.1271,78.6569,1937,24,1101,52,0,81
1395,28-04-2020,Telangana,18.1124,79.0193,1004,26,321,2,0,41
1396,28-04-2020,Tripura,23.9408,91.9882,2,0,2,0,0,0
1397,28-04-2020,Uttar Pradesh,26.8467,80.9462,1955,31,335,87,0,46
1398,28-04-2020,Uttarakhand,30.0668,79.0193,51,0,33,1,0,5
1399,28-04-2020,West Bengal,22.9868,87.855,697,20,109,48,0,4
1400,29-04-2020,Andaman and Nicobar Islands,11.7401,92.6586,33,0,15,0,0,4
1401,29-04-2020,Andhra Pradesh,15.9129,79.74,1259,31,258,76,0,23
1402,29-04-2020,Arunachal Pradesh,28.218,94.7278,1,0,1,0,0,0
1403,29-04-2020,Assam,26.2006,92.9376,38,1,27,2,0,0
1404,29-04-2020,Bihar,25.0961,85.3131,366,2,64,21,0,7
1405,29-04-2020,Chandigarh,30.7333,76.7794,56,0,17,16,0,0
1406,29-04-2020,Chhattisgarh,21.2787,81.8661,38,0,34,1,0,2
1407,29-04-2020,Delhi,28.7041,77.1025,3314,54,1078,206,0,201
1408,29-04-2020,Goa,15.2993,74.124,7,0,7,0,0,0
1409,29-04-2020,Gujarat,22.2587,71.1924,3744,181,434,196,0,40
1410,29-04-2020,Haryana,29.0588,76.0856,310,3,209,14,0,26
1411,29-04-2020,Himachal Pradesh,31.1048,77.1734,40,1,25,0,0,3
1412,29-04-2020,Jammu and Kashmir,33.7782,76.5762,565,8,176,19,0,12
1413,29-04-2020,Jharkhand,23.6102,85.2799,103,3,17,21,0,4
1414,29-04-2020,Karnataka,15.3173,75.7139,523,20,207,11,0,14
1415,29-04-2020,Kerala,10.8505,76.2711,485,4,359,4,0,4
1416,29-04-2020,Ladakh,34.2996,78.2932,22,0,16,2,0,2
1417,29-04-2020,Madhya Pradesh,22.9734,78.6569,2387,120,377,219,0,75
1418,29-04-2020,Maharashtra,19.7515,75.7139,9318,400,1388,728,0,106
1419,29-04-2020,Manipur,24.6637,93.9063,2,0,2,0,0,0
1420,29-04-2020,Meghalaya,25.467,91.3662,12,1,0,0,0,0
1421,29-04-2020,Mizoram,23.1645,92.9376,1,0,0,0,0,0
1422,29-04-2020,Odisha,20.9517,85.0985,118,1,38,0,0,1
1423,29-04-2020,Puducherry,11.9416,79.8083,8,0,3,0,0,0
1424,29-04-2020,Punjab,31.1471,75.3412,322,19,71,9,0,0
1425,29-04-2020,Rajasthan,27.0238,74.2179,2364,51,768,102,0,99
1426,29-04-2020,Tamil Nadu,11.1271,78.6569,2058,25,1168,121,0,67
